clinic_name,addr_street,addr_housenumber,addr_postcode,addr_city,full_address,district,district_id,neighborhood,neighborhood_id,lor_id,services_offered,operating_hours,operating_days,phone_main,email_main,website_main,phone,contact_rawphone,email,contact_rawemail,website,contact_rawwebsite,contact_info,accessibility_features,latitude,longitude,data_source,source_osm_id
Praxis Tierzuliebe,Edisonstraße,63,12459.0,Berlin,"Edisonstraße 63, 12459.0 Berlin",Treptow-Köpenick,11009009,Oberschöneweide,909,re_ortsteil.0909,,"Mo,Tu,Th,Fr 10:00-18:00; Sa 10:00-14:00; Su 11:00-13:00",Includes weekend,+49 30 535 38 00,,https://tierarztinberlin.de/,+49 30 535 38 00,,,,https://tierarztinberlin.de/,,Phone: +49 30 535 38 00 | Web: https://tierarztinberlin.de/,wheelchair=yes | nan,52.4614933,13.5131144,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3133634694)"
Dirk Trimpe,Bahnhofstraße,3,12159.0,Berlin,"Bahnhofstraße 3, 12159.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo-Sa 10:00-12:30, Mo,Tu,Th,Fr 17:00-19:00",Mon–Sat,+49 30 8521920,,http://www.tierarztpraxis-trimpe.de/,+49 30 8521920,,,,http://www.tierarztpraxis-trimpe.de/,,Phone: +49 30 8521920 | Web: http://www.tierarztpraxis-trimpe.de/,wheelchair=no | nan,52.4699319,13.3395083,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3178164316)"
Tierarztpraxis Andrea Reich,Holländerstraße,95,13407.0,Berlin,"Holländerstraße 95, 13407.0 Berlin",Mitte,11001001,Wedding,105,re_ortsteil.0105,,"Mo 10:00-18:00; Th,Fr 10:00-16:00; Tu 10:00-14:00; We 14:00-18:00",Unknown,+49304557051,,https://www.tierarztpraxis-reinickendorf.de/,+49304557051,,,,https://www.tierarztpraxis-reinickendorf.de/,,Phone: +49304557051 | Web: https://www.tierarztpraxis-reinickendorf.de/,wheelchair=no | nan,52.561957,13.353401,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3284006061)"
Tierarztpraxis,,,,,"nan nan, nan nan",Reinickendorf,11012012,Tegel,1202,re_ortsteil.1202,,"Mo,We,Th 09:30-13:00; Tu,Fr 15:00-19:00; Sa 09:00-11:00",Includes Saturday,+49 30 40534618,,,+49 30 40534618,,,,,,Phone: +49 30 40534618,wheelchair=nan | nan,52.5769899,13.2792318,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3393786475)"
Tierarztpraxis am Südkreuz,Gustav-Müller-Straße,19,10829.0,Berlin,"Gustav-Müller-Straße 19, 10829.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo-Fr 10:00-12:00, Mo,We 16:00-19:00, Tu,Th,Fr 16:00-18:00",Mon–Fri,,,https://www.tierarztpraxis-am-suedkreuz.de/,,,,,https://www.tierarztpraxis-am-suedkreuz.de/,,Web: https://www.tierarztpraxis-am-suedkreuz.de/,wheelchair=no | nan,52.4807694,13.3623013,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3444597275)"
Tierarztpraxis an den Allee-Arcaden,Greifenhagener Straße,45,10437.0,Berlin,"Greifenhagener Straße 45, 10437.0 Berlin",Pankow,11003003,Prenzlauer Berg,301,re_ortsteil.0301,,"Mo,Tu,Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00",Unknown,+49 30 30361381,,https://www.tierarztpraxis-allee-arcaden.de/,,+49 30 30361381,,,https://www.tierarztpraxis-allee-arcaden.de/,,Phone: +49 30 30361381 | Web: https://www.tierarztpraxis-allee-arcaden.de/,wheelchair=limited | Mobile Rampe vorhanden; bei Bedarf klingeln,52.5496022,13.4168501,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3649210316)"
Tierarztpraxis Dr. med. vet. Gerald Schmid,Eisenacher Straße,40,10781.0,Berlin,"Eisenacher Straße 40, 10781.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo-We,Fr 10:00-14:00; Th 15:00-18:00",Unknown,+49 30 211 17 79,,http://doctor-dolittle.de,+49 30 211 17 79,,,,http://doctor-dolittle.de,,Phone: +49 30 211 17 79 | Web: http://doctor-dolittle.de,wheelchair=yes | nan,52.4897742,13.3488645,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3694035418)"
Tierarzt Dr. Ferencz,Elberfelder Straße,3,10555.0,Berlin,"Elberfelder Straße 3, 10555.0 Berlin",Mitte,11001001,Moabit,102,re_ortsteil.0102,,"""'Weiter Terminsprechstunde. Bitte rufen Sie an 030-3988 9278'""",Unknown,,,http://www.tierarztpraxis-moabit.de,,,,,http://www.tierarztpraxis-moabit.de,,Web: http://www.tierarztpraxis-moabit.de,wheelchair=no | nan,52.5241824,13.3359576,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3754655246)"
Tierarztpraxis Tierlieb,Preußenallee,40,14052.0,Berlin,"Preußenallee 40, 14052.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Westend,405,re_ortsteil.0405,,"Mo-Fr 09:00-13:00, Mo,Tu,Th 14:00-18:00; Sa 09:30-11:00",Mon–Fri,,,,,,,,,,,wheelchair=nan | nan,52.5154998,13.2608183,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3786067403)"
Tierarztpraxis am Nollendorfplatz,Nollendorfstraße,20,10777.0,Berlin,"Nollendorfstraße 20, 10777.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo-Tu 10:00-12:00,17:00-19:00; We 17:00-19:00; Th 10:00-12:00,16:00-18:00; Fr 10:00-14:00; Sa ""by appointment""",Includes Saturday,+49 30 2167711,,http://hund-katze-vogel.de/,,+49 30 2167711,,,,http://hund-katze-vogel.de/,Phone: +49 30 2167711 | Web: http://hund-katze-vogel.de/,wheelchair=no | nan,52.4976524,13.3504475,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3826013974)"
Tierarztpraxis Tobias Krause,,,,,"nan nan, nan nan",Steglitz-Zehlendorf,11006006,Steglitz,601,re_ortsteil.0601,,"Mo-Fr 09:30-12:00,16:30-19:00; Sa 10:00-12:00",Mon–Fri,+49 30 91443116,tierarzt@ta-krause.de,http://www.ta-krause.de,,+49 30 91443116,,tierarzt@ta-krause.de,,http://www.ta-krause.de,Phone: +49 30 91443116 | Email: tierarzt@ta-krause.de | Web: http://www.ta-krause.de,wheelchair=nan | nan,52.4459974,13.3307775,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3905732054)"
Tierheilpraxis Kreuzberg,Warschauer Straße,29,10243.0,Berlin,"Warschauer Straße 29, 10243.0 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,201,re_ortsteil.0201,,"Mo,We,Fr 11:00-17:00; Tu,Th 14:00-20:00",Unknown,,,,,,,,,,,wheelchair=no | nan,52.5097882,13.4509749,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3906998156)"
Katharina Andreas,Hampsteadstraße,7,14167.0,Berlin,"Hampsteadstraße 7, 14167.0 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,604,re_ortsteil.0604,,,Unknown,,,,,,,,,,,wheelchair=nan | nan,52.433136,13.2749799,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 3911381119)"
Tierarztpraxis am Wildrosengehölz,Hönower Straße,263,,Berlin,"Hönower Straße 263, nan Berlin",Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,re_ortsteil.1004,,"Mo-Sa 08-20, So (Notfall) 10-16",Mon–Sat,+49 30 99285501,info@tierarztpraxis-mahlsdorf.de,https://www.tierarztpraxis-mahlsdorf.de/,+49 30 99285501,,info@tierarztpraxis-mahlsdorf.de,,https://www.tierarztpraxis-mahlsdorf.de/,,Phone: +49 30 99285501 | Email: info@tierarztpraxis-mahlsdorf.de | Web: https://www.tierarztpraxis-mahlsdorf.de/,wheelchair=yes | nan,52.5278578,13.6243765,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4014948628)"
Dr. med. vet. Susann Zimmer,Weerthstraße,10,12489.0,Berlin,"Weerthstraße 10, 12489.0 Berlin",Treptow-Köpenick,11009009,Adlershof,907,re_ortsteil.0907,,"Mo 10:00-12:00,16:00-18:00, Tu 10:00-12:00,16:00-19:00, We 10:00-12:00, Th 16:00-19:00, Fr 10:00-12:00,16:00-18:00; PH off",Unknown,+49 30 67 132 67,,,+49 30 67 132 67,,,,,,Phone: +49 30 67 132 67,wheelchair=nan | nan,52.4346817,13.544154,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4080579671)"
Tierpraxis Dr. Gerriets,Morgensternstraße,16,12207.0,Berlin,"Morgensternstraße 16, 12207.0 Berlin",Steglitz-Zehlendorf,11006006,Lichterfelde,602,re_ortsteil.0602,,"Mo 10:00-13:00,17:00-19:00; Tu 10:00-12:00; We 17:00-19:00; Th 10:00-12:00; Fr 10:00-12:00",Unknown,+49 30 7724027,,https://www.tierpraxis-drgerriets.de/,+49 30 7724027,,,,https://www.tierpraxis-drgerriets.de/,,Phone: +49 30 7724027 | Web: https://www.tierpraxis-drgerriets.de/,wheelchair=nan | nan,52.4259329,13.3186185,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4137973040)"
Tierarztpraxis Dr. med. vet. Joachim Kirchner,Florastraße,43,13187.0,Berlin,"Florastraße 43, 13187.0 Berlin",Pankow,11003003,Pankow,307,re_ortsteil.0307,,"Mo-Fr 14:00-18:00; Tu,Th 09:00-12:00,14:00-18:00",Mon–Fri,+49 30 49 50 09 49,info@tierarzt-in-pankow.de,http://www.tierarzt-in-pankow.de/,+49 30 49 50 09 49,,info@tierarzt-in-pankow.de,,http://www.tierarzt-in-pankow.de/,,Phone: +49 30 49 50 09 49 | Email: info@tierarzt-in-pankow.de | Web: http://www.tierarzt-in-pankow.de/,wheelchair=no | nan,52.5661672,13.4090789,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4174131466)"
Tierarztpraxis Am Westend,,,,,"nan nan, nan nan",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,401,re_ortsteil.0401,,"Mo,Tu,Th,Fr 10:00-13:00,17:00-19:00; We,Sa 10:00-13:00",Includes Saturday,+4930 3228 247,info@tierarztamwestend.de,https://www.tierarztamwestend.de/,+4930 3228 247,,info@tierarztamwestend.de,,https://www.tierarztamwestend.de/,,Phone: +4930 3228 247 | Email: info@tierarztamwestend.de | Web: https://www.tierarztamwestend.de/,wheelchair=nan | nan,52.5179456,13.2866144,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4366353588)"
Tierarztpraxis Alexandra Sypitzki,Sesenheimer Straße,15,10627.0,Berlin,"Sesenheimer Straße 15, 10627.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,401,re_ortsteil.0401,,Mo-Fr 08:30+,Mon–Fri,+49 30 78957110,,https://www.tierarztpraxis-sypitzki.de/,+49 30 78957110,,,,https://www.tierarztpraxis-sypitzki.de/,,Phone: +49 30 78957110 | Web: https://www.tierarztpraxis-sypitzki.de/,wheelchair=no | nan,52.5105206,13.3075345,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4412304406)"
Tierarztpraxis Dr. Dorothea Werning,Lindenthaler Allee,6,14163.0,Berlin,"Lindenthaler Allee 6, 14163.0 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,604,re_ortsteil.0604,,"Mo, Tu, Th 10:00-13:00, 17:00-19:00; We 10:00-13:00, 17:00-20:00; Fr 10:00-17:00",Unknown,+49 30 8025009,,https://www.tierarztpraxis-mexikoplatz.de/de/index.html,+49 30 8025009,,,,https://www.tierarztpraxis-mexikoplatz.de/de/index.html,,Phone: +49 30 8025009 | Web: https://www.tierarztpraxis-mexikoplatz.de/de/index.html,wheelchair=nan | nan,52.4358777,13.2310121,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4686885506)"
Tiergesundheitszentrum,,,,,"nan nan, nan nan",Lichtenberg,11011011,Friedrichsfelde,1101,re_ortsteil.1101,,"Mo-Sa 10:00-12:00, Mo-Fr 15:00-19:00, Sa 10:00-12:00; PH off",Mon–Sat,,,,,,,,,,,wheelchair=yes | nan,52.4981659,13.5208894,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4709401189)"
Kleintierpraxis Jan Schneider,Großbeerenstraße,169-171,12277.0,Berlin,"Großbeerenstraße 169-171, 12277.0 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,704,re_ortsteil.0704,,"Mo,We,Fr 10:00-13:00,15:00-19:00; Tu,Th 17:00-21:00; Sa-Su 11:00-14:00",Includes weekend,+49 30 29032092,,https://www.kleintierpraxis-schneider.com/,+49 30 29032092,,,,https://www.kleintierpraxis-schneider.com/,,Phone: +49 30 29032092 | Web: https://www.kleintierpraxis-schneider.com/,wheelchair=no | nan,52.428896,13.3758384,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4715820728)"
Tierarztpraxis Oldenburger Straße,Oldenburger Straße,44,10551.0,Berlin,"Oldenburger Straße 44, 10551.0 Berlin",Mitte,11001001,Moabit,102,re_ortsteil.0102,,"Mo 10:00-12:00,15:00-18:00; Tu 10:00-14:00,18:00-20:00; We 10:00-12:00,15:00-18:00; Th 10:00-14:00,18:00-20:00; Fr 10:00-12:00,15:00-18:00; Sa 09:00-11:00",Includes Saturday,+49303951555,,https://www.tierarztpraxis-oldenburger-strasse.de,+49303951555,,,,https://www.tierarztpraxis-oldenburger-strasse.de,,Phone: +49303951555 | Web: https://www.tierarztpraxis-oldenburger-strasse.de,wheelchair=no | nan,52.5289464,13.3357023,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4789962778)"
Tierarztpraxis am Burgerpark,Wilhelm-Kuhr-Straße,1,13187.0,Berlin,"Wilhelm-Kuhr-Straße 1, 13187.0 Berlin",Pankow,11003003,Pankow,307,re_ortsteil.0307,,"Mo,We 14:00-19:00; Tu,Th 09:00-14:00; Fr 10:00-15:00",Unknown,+49 30 48479400,,https://www.tierarzt-pankow.de/,+49 30 48479400,,,,https://www.tierarzt-pankow.de/,,Phone: +49 30 48479400 | Web: https://www.tierarzt-pankow.de/,wheelchair=no | nan,52.5694182,13.4001258,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 4809992565)"
nan,Wattstraße,10,13629.0,,"Wattstraße 10, 13629.0 nan",Spandau,11005005,Siemensstadt,503,re_ortsteil.0503,,,Unknown,,,,,,,,,,,wheelchair=nan | nan,52.5373732,13.2664047,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5029362624)"
Tierarztpraxis,Max-Steinke-Straße,2,13086.0,Berlin,"Max-Steinke-Straße 2, 13086.0 Berlin",Pankow,11003003,Weißensee,302,re_ortsteil.0302,,"Mo-Fr 09:00-11:00, Mo,Tu,Th,Fr 16:00-18:00, Sa 10:00-12:00",Mon–Fri,+49 30 9252160,,,+49 30 9252160,,,,,,Phone: +49 30 9252160,wheelchair=yes | nan,52.5488636,13.4513273,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5090019016)"
Kleintierpraxis Ralf Boxhammer,Zingster Straße,5,13051.0,,"Zingster Straße 5, 13051.0 nan",Lichtenberg,11011011,Neu-Hohenschönhausen,1109,re_ortsteil.1109,,,Unknown,+49 30 9206644,,http://www.ta-boxhammer.de,+49 30 9206644,,,,http://www.ta-boxhammer.de,,Phone: +49 30 9206644 | Web: http://www.ta-boxhammer.de,wheelchair=no | nan,52.5640461,13.5033148,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5166206721)"
Tierarztpraxis Ralf Neuer,Fischerinsel,2,10179.0,Berlin,"Fischerinsel 2, 10179.0 Berlin",Mitte,11001001,Mitte,101,re_ortsteil.0101,,,Unknown,,,,,,,,,,,wheelchair=nan | nan,52.5140108,13.408851,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5190500390)"
Vets for cats,Bayerischer Platz,2,10779.0,Berlin,"Bayerischer Platz 2, 10779.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo-Fr 09:00-20:00; We 09:00-14:00; Sa,Su 10:00-12:00; PH off",Mon–Fri,+49 30 34398877,info@vetsforcats.de,https://www.vetsforcats.de/,,+49 30 34398877,,info@vetsforcats.de,,https://www.vetsforcats.de/,Phone: +49 30 34398877 | Email: info@vetsforcats.de | Web: https://www.vetsforcats.de/,wheelchair=limited | nan,52.4897098,13.3392413,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5297162644)"
Tierarztpraxis Lenk,Schönfließer Straße,1,,,"Schönfließer Straße 1, nan nan",Pankow,11003003,Prenzlauer Berg,301,re_ortsteil.0301,,"Mo-Fr 08:00-19:00, Sa 09:00-18:00, Su 10:00-18:00",Mon–Fri,+49304469769,info@tierarztpraxis-lenk.de,https://tierarztpraxis-lenk.de/,+49304469769,,info@tierarztpraxis-lenk.de,,https://tierarztpraxis-lenk.de/,,Phone: +49304469769 | Email: info@tierarztpraxis-lenk.de | Web: https://tierarztpraxis-lenk.de/,wheelchair=no | nan,52.5502349,13.408248,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5326151790)"
Tierarztpraxis am Mauerpark,,,,,"nan nan, nan nan",Pankow,11003003,Prenzlauer Berg,301,re_ortsteil.0301,,Mo-Fr 09:00-19:00,Mon–Fri,,,,,,,,,,,wheelchair=limited | nan,52.5470756,13.4082736,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5357470034)"
Chung & Wahle,Hauptstraße,89,12159.0,Berlin,"Hauptstraße 89, 12159.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo,Fr 09:00-18:00; Tu,Th 09:00-20:00; We,Sa 09:00-14:00",Includes Saturday,+49 30 8593215,info@tierarztpraxis-chung-wahle.com,https://tierarztpraxis-chung-wahle.com/,+49 30 8593215,,info@tierarztpraxis-chung-wahle.com,,https://tierarztpraxis-chung-wahle.com/,,Phone: +49 30 8593215 | Email: info@tierarztpraxis-chung-wahle.com | Web: https://tierarztpraxis-chung-wahle.com/,wheelchair=limited | nan,52.4751968,13.3401022,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5424941690)"
Tierarztpraxis Dr. Klaus Lendner,,,,,"nan nan, nan nan",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo,Tu,Th,Fr 09:00-12:00,16:00-19:00; We,Sa 09:00-12:00",Includes Saturday,,,,,,,,,,,wheelchair=yes | nan,52.4990938,13.344571,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5514404517)"
Martyna Pohnke Tierarzt,Ostpreußendamm,65,,,"Ostpreußendamm 65, nan nan",Steglitz-Zehlendorf,11006006,Lichterfelde,602,re_ortsteil.0602,,"Mo-Fr 09:00-12:00, Mo 16:00-19:00, Th 16:00-20:00",Mon–Fri,+49 30 75765970,,,+49 30 75765970,,,,,,Phone: +49 30 75765970,wheelchair=nan | nan,52.4212925,13.3101216,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5554342322)"
Dr. Miriam Oczipka,Mindener Straße,22,10589.0,Berlin,"Mindener Straße 22, 10589.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,401,re_ortsteil.0401,,"Mo-Fr 09:00-12:00,16:00-19:00; Sa 11:00-13:00",Mon–Fri,+49303441864,,,+49303441864,,,,,,Phone: +49303441864,wheelchair=no | nan,52.5247542,13.3008749,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5733901242)"
Dr. med. vet. Sven Albrecht,Baumschulenstraße,34,12437.0,Berlin,"Baumschulenstraße 34, 12437.0 Berlin",Treptow-Köpenick,11009009,Baumschulenweg,903,re_ortsteil.0903,,"Mo,We,Fr 09:00-12:00,15:00-19:00; Tu,Th 09:00-12:00,13:00-15:00",Unknown,,,,,,,,,,,wheelchair=no | nan,52.4637752,13.4852571,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 5762374254)"
Dr. Wegeler,,,,,"nan nan, nan nan",Tempelhof-Schöneberg,11007007,Lichtenrade,706,re_ortsteil.0706,,"""nach Vereinbarung""",Unknown,+49 307956044,,,+49 307956044,,,,,,Phone: +49 307956044,wheelchair=nan | nan,52.3889212,13.3905608,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6270311794)"
Tierarztpraxis Hohenzollerndamm 3,Hohenzollerndamm,3,10717.0,Berlin,"Hohenzollerndamm 3, 10717.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,402,re_ortsteil.0402,,"Mo-Tu,Th-Fr 10:00-12:30,17:00-19:00; We 18:00-20:00; Sa 11:00-13:00",Includes Saturday,+49 30 88679111,tierarztpraxis@hohenzollerndamm-3.de,https://tierarztpraxis-hohenzollerndamm-3.de/,,+49 30 88679111,,tierarztpraxis@hohenzollerndamm-3.de,,https://tierarztpraxis-hohenzollerndamm-3.de/,Phone: +49 30 88679111 | Email: tierarztpraxis@hohenzollerndamm-3.de | Web: https://tierarztpraxis-hohenzollerndamm-3.de/,wheelchair=no | nan,52.4954404,13.3293192,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6344954141)"
Tierarztpraxis Anke Meeuw,,,,,"nan nan, nan nan",Lichtenberg,11011011,Karlshorst,1102,re_ortsteil.1102,,"Mo,We 09:00-19:00; Tu 07:30-14:00; Th 10:00-21:00; Fr 09:00-12:00; Sa 10:00-15:00",Includes Saturday,+49 30 96 59 96 52,praxis@tierarzt-karlshorst.info,http://www.tierarzt-karlshorst.info/willkommen.html,+49 30 96 59 96 52,,praxis@tierarzt-karlshorst.info,,http://www.tierarzt-karlshorst.info/willkommen.html,,Phone: +49 30 96 59 96 52 | Email: praxis@tierarzt-karlshorst.info | Web: http://www.tierarzt-karlshorst.info/willkommen.html,wheelchair=yes | nan,52.4800707,13.5205309,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6449519970)"
Tierarztpraxis Sonnenallee,Sonnenallee,204,12059.0,Berlin,"Sonnenallee 204, 12059.0 Berlin",Neukölln,11008008,Neukölln,801,re_ortsteil.0801,,"Mo-Fr 09:00-12:00,16:00-20:00; Sa 11:00-13:00 || ""und nach Vereinbarung""",Mon–Fri,+49 30 6814455,post@tierarztpraxis-sonnenallee.de,https://tierarztpraxis-sonnenallee.de/,,+49 30 6814455,,post@tierarztpraxis-sonnenallee.de,,https://tierarztpraxis-sonnenallee.de/,Phone: +49 30 6814455 | Email: post@tierarztpraxis-sonnenallee.de | Web: https://tierarztpraxis-sonnenallee.de/,wheelchair=no | nan,52.4748376,13.4534973,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6470421529)"
Tierarztpraxis Laskawy,Bänschstraße,58,,Berlin,"Bänschstraße 58, nan Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,201,re_ortsteil.0201,,"Mo,We 14:00-19:00; Tu,Th 08:00-13:00; Fr 08:00-13:00,14:00-19:00",Unknown,+49 30 4267684,,http://www.laskawy-berlin.de,+49 30 4267684,,,,http://www.laskawy-berlin.de,,Phone: +49 30 4267684 | Web: http://www.laskawy-berlin.de,wheelchair=yes | nan,52.5177488,13.4661107,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6509362833)"
neko Tiergesundheit,Provinzstraße,47,,,"Provinzstraße 47, nan nan",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,,"Mo 15:00-18:00, Tu 10:00-13:00, We 10:00-15:00, Fr 10:00-15:00, Tu 15:00-19:00, Th 15:00-19:00",Unknown,+49 30 54814390,,https://www.neko-tiergesundheit.de,+49 30 54814390,,,,https://www.neko-tiergesundheit.de,,Phone: +49 30 54814390 | Web: https://www.neko-tiergesundheit.de,wheelchair=no | nan,52.5687932,13.3794234,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6603772445)"
Kleintierpraxis Dirk Oschika,Krossener Straße,35A,10245.0,Berlin,"Krossener Straße 35A, 10245.0 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,201,re_ortsteil.0201,,"Mo,Tu,Th 09:00-11:00,15:00-19:00",Unknown,+49 30 2946333,,http://www.doschika.de/,,+49 30 2946333,,,,http://www.doschika.de/,Phone: +49 30 2946333 | Web: http://www.doschika.de/,wheelchair=no | nan,52.5094514,13.4645357,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6705031970)"
Vogelpraxis,Mierendorffstraße,23,10589.0,Berlin,"Mierendorffstraße 23, 10589.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,401,re_ortsteil.0401,,,Unknown,+49 30 34902843,info@vogelpraxis.de,https://vogelpraxis.de/,,+49 30 34902843,,info@vogelpraxis.de,,https://vogelpraxis.de/,Phone: +49 30 34902843 | Email: info@vogelpraxis.de | Web: https://vogelpraxis.de/,wheelchair=limited | nan,52.5241017,13.3024823,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 6982811309)"
Rex Tierarztpraxis,Greifswalder Straße,204,10405.0,Berlin,"Greifswalder Straße 204, 10405.0 Berlin",Pankow,11003003,Prenzlauer Berg,301,re_ortsteil.0301,,Mo-Fr 08:00-20:00; Sa 09:00-16:00,Mon–Fri,,,,,,,,,,,wheelchair=no | nan,52.5333026,13.4292251,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7211094992)"
Fahrpraxis Feske,Allmendeweg,116,13509.0,Berlin,"Allmendeweg 116, 13509.0 Berlin",Reinickendorf,11012012,Tegel,1202,re_ortsteil.1202,,"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",Mon–Fri,+49 30 40571512,,https://www.tierarzt-feske.de/,,+49 30 40571512,,,,https://www.tierarzt-feske.de/,Phone: +49 30 40571512 | Web: https://www.tierarzt-feske.de/,wheelchair=nan | nan,52.6047279,13.298452,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7227468226)"
